Data Set (Source)	Data Set (Sink)	Linker	Distance Method	Distance Threshold	Time taken	Memory used	Setup comparisons	Total comparisons	Number of links	Number of matches	True Positives	False Positives	False Negatives	Min links quality	Max links quality	Average links quality	Min pairs quality	Max pairs quality	Average pairs quality	Min pairs completeness	Max pairs completeness	Average pairs completeness	Precision	Recall	F1 Measure	Shingle size	Number of bands	Band size	Blocking Method	Branching factor
Cora	Cora	MTree	Generic-Sigma-Levenshtein	108.00	79445	304880696	43416	1351579	55272	18479	14322	40950	4157	1.00	1.00	1.00	0.00	1.00	0.52	0.01	0.33	0.28	0.26	0.78	0.39	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	109.00	81300	323000120	43416	1368831	57596	18479	14436	43160	4043	1.00	1.00	1.00	0.00	1.00	0.51	0.01	0.33	0.28	0.25	0.78	0.38	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	110.00	81271	359348104	43416	1386034	59944	18479	14490	45454	3989	1.00	1.00	1.00	0.00	1.00	0.50	0.01	0.33	0.28	0.24	0.78	0.37	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	111.00	86203	396406400	43416	1403529	62436	18479	14546	47890	3933	1.00	1.00	1.00	0.00	1.00	0.49	0.01	0.33	0.28	0.23	0.79	0.36	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	112.00	86825	399901376	43416	1421857	65166	18479	14624	50542	3855	1.00	1.00	1.00	0.00	1.00	0.48	0.01	0.33	0.29	0.22	0.79	0.35	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	113.00	87726	435512184	43416	1440360	67907	18479	14707	53200	3772	1.00	1.00	1.00	0.00	1.00	0.47	0.01	0.33	0.29	0.22	0.80	0.34	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	114.00	87179	472778488	43416	1459607	70847	18479	14772	56075	3707	1.00	1.00	1.00	0.00	1.00	0.46	0.01	0.33	0.29	0.21	0.80	0.33	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	115.00	88873	477874872	43416	1478472	73667	18479	14824	58843	3655	1.00	1.00	1.00	0.00	1.00	0.45	0.01	0.33	0.29	0.20	0.80	0.32	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	116.00	92897	513481632	43416	1497418	76591	18479	14893	61698	3586	1.00	1.00	1.00	0.00	1.00	0.44	0.01	0.33	0.29	0.19	0.81	0.31	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	117.00	93055	550773040	43416	1517418	79702	18479	14944	64758	3535	1.00	1.00	1.00	0.00	1.00	0.42	0.01	0.33	0.29	0.19	0.81	0.30	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	118.00	96082	585336024	43416	1537380	82823	18479	15000	67823	3479	1.00	1.00	1.00	0.00	1.00	0.41	0.01	0.33	0.29	0.18	0.81	0.30	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	119.00	92981	623858864	43416	1556855	85917	18479	15054	70863	3425	1.00	1.00	1.00	0.00	1.00	0.40	0.01	0.33	0.29	0.18	0.81	0.29	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	120.00	93665	644512672	43416	1577268	89238	18479	15099	74139	3380	1.00	1.00	1.00	0.00	1.00	0.39	0.01	0.33	0.29	0.17	0.82	0.28	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	121.00	95017	696695232	43416	1598793	92836	18479	15148	77688	3331	1.00	1.00	1.00	0.00	1.00	0.38	0.01	0.33	0.29	0.16	0.82	0.27	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	122.00	99171	733546344	43416	1620609	96478	18479	15208	81270	3271	1.00	1.00	1.00	0.00	1.00	0.37	0.01	0.33	0.29	0.16	0.82	0.26	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	123.00	95848	768614240	43416	1643659	100442	18479	15262	85180	3217	1.00	1.00	1.00	0.00	1.00	0.36	0.01	0.33	0.29	0.15	0.83	0.26	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	124.00	99339	791369672	43416	1665975	104258	18479	15334	88924	3145	1.00	1.00	1.00	0.00	1.00	0.35	0.01	0.33	0.30	0.15	0.83	0.25	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	125.00	101053	845534992	43416	1689418	108498	18479	15395	93103	3084	1.00	1.00	1.00	0.00	1.00	0.34	0.01	0.33	0.30	0.14	0.83	0.24	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	126.00	103834	880906968	43416	1712944	112719	18479	15464	97255	3015	1.00	1.00	1.00	0.00	1.00	0.34	0.01	0.33	0.30	0.14	0.84	0.24	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	127.00	100257	931764744	43416	1736548	117010	18479	15509	101501	2970	1.00	1.00	1.00	0.00	1.00	0.33	0.01	0.33	0.30	0.13	0.84	0.23	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	128.00	101989	959100904	43416	1760233	121235	18479	15552	105683	2927	1.00	1.00	1.00	0.00	1.00	0.32	0.01	0.33	0.30	0.13	0.84	0.22	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	129.00	103895	997360136	43416	1784438	125830	18479	15604	110226	2875	1.00	1.00	1.00	0.00	1.00	0.31	0.01	0.33	0.30	0.12	0.84	0.22	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	130.00	110892	1034405696	43416	1809289	130519	18479	15656	114863	2823	1.00	1.00	1.00	0.00	1.00	0.30	0.01	0.33	0.30	0.12	0.85	0.21	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	131.00	105195	1084877848	43416	1834330	135333	18479	15708	119625	2771	1.00	1.00	1.00	0.00	1.00	0.29	0.01	0.33	0.30	0.12	0.85	0.20	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	132.00	108605	1125060784	43416	1859925	140311	18479	15762	124549	2717	1.00	1.00	1.00	0.00	1.00	0.29	0.01	0.33	0.30	0.11	0.85	0.20	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	133.00	112826	144088080	43416	1886666	145587	18479	15788	129799	2691	1.00	1.00	1.00	0.00	1.00	0.28	0.01	0.33	0.30	0.11	0.85	0.19	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	134.00	108614	184328080	43416	1912700	150827	18479	15840	134987	2639	1.00	1.00	1.00	0.00	1.00	0.27	0.01	0.33	0.30	0.11	0.86	0.19	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	135.00	115274	225166304	43416	1938616	156093	18479	15900	140193	2579	1.00	1.00	1.00	0.00	1.00	0.26	0.01	0.33	0.30	0.10	0.86	0.18	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	136.00	116982	294888792	43416	1965570	161779	18479	15944	145835	2535	1.00	1.00	1.00	0.00	1.00	0.26	0.01	0.33	0.30	0.10	0.86	0.18	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	137.00	120483	306105688	43416	1991674	167184	18479	15993	151191	2486	1.00	1.00	1.00	0.00	1.00	0.25	0.01	0.33	0.30	0.10	0.87	0.17	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	138.00	114061	384499096	43416	2018835	172758	18479	16055	156703	2424	1.00	1.00	1.00	0.00	1.00	0.24	0.01	0.33	0.31	0.09	0.87	0.17	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	139.00	123255	425747480	43416	2045457	178290	18479	16118	162172	2361	1.00	1.00	1.00	0.00	1.00	0.24	0.01	0.33	0.31	0.09	0.87	0.16	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	140.00	123592	491759384	43416	2073169	184137	18479	16146	167991	2333	1.00	1.00	1.00	0.00	1.00	0.23	0.01	0.33	0.31	0.09	0.87	0.16	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	141.00	122011	505936512	43416	2100514	189944	18479	16189	173755	2290	1.00	1.00	1.00	0.00	1.00	0.22	0.01	0.33	0.31	0.09	0.88	0.16	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	142.00	129748	547282416	43416	2127994	195779	18479	16211	179568	2268	1.00	1.00	1.00	0.00	1.00	0.22	0.01	0.33	0.31	0.08	0.88	0.15	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	143.00	124622	624163328	43416	2156226	201922	18479	16261	185661	2218	1.00	1.00	1.00	0.00	1.00	0.21	0.01	0.33	0.31	0.08	0.88	0.15	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	144.00	127188	664238912	43416	2184429	208050	18479	16304	191746	2175	1.00	1.00	1.00	0.00	1.00	0.21	0.01	0.33	0.31	0.08	0.88	0.14	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	145.00	128806	745601912	43416	2213540	214449	18479	16348	198101	2131	1.00	1.00	1.00	0.00	1.00	0.20	0.01	0.33	0.31	0.08	0.88	0.14	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	146.00	129283	783014552	43416	2241852	220653	18479	16391	204262	2088	1.00	1.00	1.00	0.00	1.00	0.20	0.01	0.33	0.31	0.07	0.89	0.14	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	147.00	135427	808913968	43416	2271041	227024	18479	16432	210592	2047	1.00	1.00	1.00	0.00	1.00	0.19	0.01	0.33	0.31	0.07	0.89	0.13	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	148.00	134988	871269432	43416	2299713	233337	18479	16483	216854	1996	1.00	1.00	1.00	0.00	1.00	0.19	0.01	0.33	0.31	0.07	0.89	0.13	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	149.00	133619	944912800	43416	2327751	239458	18479	16520	222938	1959	1.00	1.00	1.00	0.00	1.00	0.18	0.01	0.33	0.31	0.07	0.89	0.13	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	150.00	134888	987305752	43416	2357317	246091	18479	16547	229544	1932	1.00	1.00	1.00	0.00	1.00	0.18	0.01	0.33	0.31	0.07	0.90	0.13	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	151.00	135456	1063598560	43416	2385501	252459	18479	16581	235878	1898	1.00	1.00	1.00	0.00	1.00	0.17	0.01	0.33	0.31	0.07	0.90	0.12	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	152.00	145968	1107235344	43416	2415444	259221	18479	16603	242618	1876	1.00	1.00	1.00	0.00	1.00	0.17	0.01	0.33	0.31	0.06	0.90	0.12	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	153.00	147605	1143573256	43416	2445072	266050	18479	16627	249423	1852	1.00	1.00	1.00	0.00	1.00	0.16	0.01	0.33	0.31	0.06	0.90	0.12	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	154.00	142638	1221499992	43416	2474855	272898	18479	16645	256253	1834	1.00	1.00	1.00	0.00	1.00	0.16	0.01	0.33	0.31	0.06	0.90	0.11	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	155.00	150342	1230365160	43416	2505411	280105	18479	16685	263420	1794	1.00	1.00	1.00	0.00	1.00	0.15	0.01	0.33	0.31	0.06	0.90	0.11	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	156.00	147260	1307908320	43416	2535995	287240	18479	16715	270525	1764	1.00	1.00	1.00	0.00	1.00	0.15	0.01	0.33	0.31	0.06	0.90	0.11	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	157.00	145249	1382850912	43416	2565122	293995	18479	16727	277268	1752	1.00	1.00	1.00	0.00	1.00	0.15	0.01	0.33	0.31	0.06	0.91	0.11	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	158.00	149814	1425409088	43416	2596066	301329	18479	16752	284577	1727	1.00	1.00	1.00	0.00	1.00	0.14	0.01	0.33	0.31	0.06	0.91	0.10	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	159.00	142346	1465506064	43416	2625436	308253	18479	16766	291487	1713	1.00	1.00	1.00	0.00	1.00	0.14	0.01	0.33	0.31	0.05	0.91	0.10	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	160.00	154500	1510074416	43416	2654856	315212	18479	16780	298432	1699	1.00	1.00	1.00	0.00	1.00	0.14	0.01	0.33	0.32	0.05	0.91	0.10	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	161.00	162036	1588965848	43416	2684688	322372	18479	16818	305554	1661	1.00	1.00	1.00	0.00	1.00	0.13	0.01	0.33	0.32	0.05	0.91	0.10	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	162.00	163980	1628677304	43416	2715222	329686	18479	16851	312835	1628	1.00	1.00	1.00	0.00	1.00	0.13	0.01	0.33	0.32	0.05	0.91	0.10	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	163.00	161412	1706563000	43416	2745512	336924	18479	16869	320055	1610	1.00	1.00	1.00	0.00	1.00	0.13	0.01	0.33	0.32	0.05	0.91	0.09	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	164.00	161311	1743955656	43416	2775762	344294	18479	16892	327402	1587	1.00	1.00	1.00	0.00	1.00	0.12	0.01	0.33	0.32	0.05	0.91	0.09	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	165.00	161912	1825781192	43416	2806086	351692	18479	16909	334783	1570	1.00	1.00	1.00	0.00	1.00	0.12	0.01	0.33	0.32	0.05	0.92	0.09	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	166.00	168470	1866080696	43416	2836098	359050	18479	16924	342126	1555	1.00	1.00	1.00	0.00	1.00	0.12	0.01	0.33	0.32	0.05	0.92	0.09	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	167.00	167130	1939600224	43416	2866505	366577	18479	16946	349631	1533	1.00	1.00	1.00	0.00	1.00	0.11	0.01	0.33	0.32	0.05	0.92	0.09	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	168.00	169371	2013054624	43416	2895550	373818	18479	16972	356846	1507	1.00	1.00	1.00	0.00	1.00	0.11	0.01	0.33	0.32	0.05	0.92	0.09	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	169.00	161091	2051649912	43416	2926731	381531	18479	16984	364547	1495	1.00	1.00	1.00	0.00	1.00	0.11	0.01	0.33	0.32	0.04	0.92	0.08	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	170.00	166799	2130641808	43416	2956982	389077	18479	16999	372078	1480	1.00	1.00	1.00	0.00	1.00	0.10	0.01	0.33	0.32	0.04	0.92	0.08	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	171.00	175686	2173664248	43416	2987631	396791	18479	17028	379763	1451	1.00	1.00	1.00	0.00	1.00	0.10	0.01	0.33	0.32	0.04	0.92	0.08	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	172.00	183958	2221518096	43416	3017564	404295	18479	17055	387240	1424	1.00	1.00	1.00	0.00	1.00	0.10	0.01	0.33	0.32	0.04	0.92	0.08	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	173.00	167226	2287452288	43416	3047733	411843	18479	17075	394768	1404	1.00	1.00	1.00	0.00	1.00	0.10	0.01	0.33	0.32	0.04	0.92	0.08	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	174.00	188173	303394808	43416	3078259	419504	18479	17096	402408	1383	1.00	1.00	1.00	0.00	1.00	0.09	0.01	0.33	0.32	0.04	0.93	0.08	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	175.00	185422	346518656	43416	3107620	427031	18479	17114	409917	1365	1.00	1.00	1.00	0.00	1.00	0.09	0.01	0.33	0.32	0.04	0.93	0.08	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	176.00	186524	389315240	43416	3136141	434316	18479	17127	417189	1352	1.00	1.00	1.00	0.00	1.00	0.09	0.01	0.33	0.32	0.04	0.93	0.08	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	177.00	185829	471990752	43416	3165411	441804	18479	17144	424660	1335	1.00	1.00	1.00	0.00	1.00	0.09	0.01	0.33	0.32	0.04	0.93	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	178.00	194317	515191136	43416	3194917	449403	18479	17156	432247	1323	1.00	1.00	1.00	0.00	1.00	0.09	0.01	0.33	0.32	0.04	0.93	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	179.00	191988	557248376	43416	3223548	456763	18479	17170	439593	1309	1.00	1.00	1.00	0.00	1.00	0.08	0.01	0.33	0.32	0.04	0.93	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	180.00	199512	638792816	43416	3253288	464451	18479	17203	447248	1276	1.00	1.00	1.00	0.00	1.00	0.08	0.01	0.33	0.32	0.04	0.93	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	181.00	200056	682100424	43416	3282407	472052	18479	17218	454834	1261	1.00	1.00	1.00	0.00	1.00	0.08	0.01	0.33	0.32	0.04	0.93	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	182.00	198610	763433936	43416	3311934	479821	18479	17238	462583	1241	1.00	1.00	1.00	0.00	1.00	0.08	0.01	0.33	0.32	0.04	0.93	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	183.00	204727	806324128	43416	3340370	487350	18479	17250	470100	1229	1.00	1.00	1.00	0.00	1.00	0.08	0.01	0.33	0.32	0.04	0.93	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	184.00	200758	850382888	43416	3368299	494650	18479	17275	477375	1204	1.00	1.00	1.00	0.00	1.00	0.07	0.03	0.33	0.32	0.03	0.93	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	185.00	211570	931359720	43416	3396210	501990	18479	17288	484702	1191	1.00	1.00	1.00	0.00	1.00	0.07	0.03	0.33	0.32	0.03	0.94	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	186.00	206370	975163696	43416	3423626	509241	18479	17308	491933	1171	1.00	1.00	1.00	0.00	1.00	0.07	0.03	0.33	0.32	0.03	0.94	0.07	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	187.00	204917	1015947792	43416	3449429	516140	18479	17330	498810	1149	1.00	1.00	1.00	0.00	1.00	0.07	0.04	0.33	0.32	0.03	0.94	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	188.00	210014	1058948464	43416	3475876	523269	18479	17351	505918	1128	1.00	1.00	1.00	0.00	1.00	0.07	0.05	0.33	0.32	0.03	0.94	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	189.00	203987	1138313096	43416	3501289	530037	18479	17362	512675	1117	1.00	1.00	1.00	0.00	1.00	0.07	0.05	0.33	0.32	0.03	0.94	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	190.00	217293	1179338168	43416	3525688	536579	18479	17394	519185	1085	1.00	1.00	1.00	0.00	1.00	0.07	0.06	0.33	0.32	0.03	0.94	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	191.00	211408	1222255752	43416	3550332	543151	18479	17406	525745	1073	1.00	1.00	1.00	0.00	1.00	0.06	0.06	0.33	0.32	0.03	0.94	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	192.00	219078	1266096728	43416	3574104	549478	18479	17430	532048	1049	1.00	1.00	1.00	0.00	1.00	0.06	0.06	0.33	0.32	0.03	0.94	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	193.00	224648	1343252304	43416	3596512	555492	18479	17449	538043	1030	1.00	1.00	1.00	0.00	1.00	0.06	0.06	0.33	0.32	0.03	0.94	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	194.00	223016	1386874160	43416	3619462	561602	18479	17465	544137	1014	1.00	1.00	1.00	0.00	1.00	0.06	0.07	0.33	0.32	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	195.00	219488	1429303912	43416	3642713	567816	18479	17476	550340	1003	1.00	1.00	1.00	0.00	1.00	0.06	0.07	0.33	0.32	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	196.00	221243	1433515832	43416	3665215	573822	18479	17494	556328	985	1.00	1.00	1.00	0.00	1.00	0.06	0.07	0.33	0.32	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	197.00	230976	1513744600	43416	3687998	579901	18479	17514	562387	965	1.00	1.00	1.00	0.00	1.00	0.06	0.07	0.33	0.32	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	198.00	231691	1555100424	43416	3709761	585770	18479	17536	568234	943	1.00	1.00	1.00	0.00	1.00	0.06	0.07	0.33	0.32	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	199.00	231298	1599164312	43416	3730882	591422	18479	17552	573870	927	1.00	1.00	1.00	0.00	1.00	0.06	0.07	0.33	0.32	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	200.00	228202	1636512504	43416	3752769	597238	18479	17589	579649	890	1.00	1.00	1.00	0.00	1.00	0.06	0.07	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	201.00	228416	1680695296	43416	3773671	602828	18479	17613	585215	866	1.00	1.00	1.00	0.00	1.00	0.05	0.07	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	202.00	225814	1719110168	43416	3794729	608479	18479	17622	590857	857	1.00	1.00	1.00	0.00	1.00	0.05	0.07	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	203.00	230261	714230232	43416	3815078	614032	18479	17641	596391	838	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.95	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	204.00	231540	1804689544	43416	3834969	619410	18479	17651	601759	828	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.06	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	205.00	235978	1842446240	43416	3854132	624593	18479	17673	606920	806	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	206.00	237168	1884717344	43416	3872291	629471	18479	17684	611787	795	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	207.00	219966	1924002760	43416	3891068	634533	18479	17696	616837	783	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	208.00	227231	1928374896	43416	3909461	639503	18479	17714	621789	765	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	209.00	245201	1969230184	43416	3927895	644461	18479	17734	626727	745	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	210.00	246933	2006392592	43416	3945596	649221	18479	17748	631473	731	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	211.00	241038	2085287168	43416	3963227	653994	18479	17764	636230	715	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	212.00	246240	2092004064	43416	3979982	658557	18479	17779	640778	700	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	213.00	241147	2122683608	43416	3996424	663067	18479	17797	645270	682	1.00	1.00	1.00	0.00	1.00	0.05	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	214.00	247512	2160028552	43416	4012675	667487	18479	17815	649672	664	1.00	1.00	1.00	0.00	1.00	0.04	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	215.00	254208	2204815272	43416	4028231	671776	18479	17826	653950	653	1.00	1.00	1.00	0.00	1.00	0.04	0.08	0.33	0.33	0.03	0.96	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	216.00	250306	2212078184	43416	4043478	675960	18479	17846	658114	633	1.00	1.00	1.00	0.00	1.00	0.04	0.08	0.33	0.33	0.03	0.97	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	217.00	249933	2255102144	43416	4058395	680055	18479	17870	662185	609	1.00	1.00	1.00	0.00	1.00	0.04	0.08	0.33	0.33	0.03	0.97	0.05	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	218.00	250080	2295367904	43416	4073377	684138	18479	17883	666255	596	1.00	1.00	1.00	0.00	1.00	0.04	0.08	0.33	0.33	0.03	0.97	0.05	NA	NA	NA	NA	10
